jahr;bfs_nr_gemeinde;gemeindename;kultur_code;kultur_bezeichnung;landw_nutzflaeche_in_aren;anzahl_baeume
2024;4683;Lengwil;0706;Mehrjährige Gewürz- und Medizinalpflanzen;159.99;
2024;4683;Lengwil;0712;Christbäume;11.95;
2024;4683;Lengwil;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);213.0;
2024;4683;Lengwil;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);59.57;
2024;4683;Lengwil;0922;Nussbäume;;82
2024;4683;Lengwil;0923;Edelkastanienbäume;;7
2024;4683;Lengwil;0998;Übrige Flächen ausserhalb der LN;;
2024;4691;Münsterlingen;0508;Körnermais;831.09;
2024;4691;Münsterlingen;0516;Dinkel;553.84;
2024;4691;Münsterlingen;0521;Silo- und Grünmais;2501.93;
2024;4691;Münsterlingen;0522;Zuckerrüben;1005.52;
2024;4691;Münsterlingen;0527;Winterraps zur Speiseölgewinnung;1220.27;
2024;4691;Münsterlingen;0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);1230.98;
2024;4691;Münsterlingen;0635;Uferwiese (ohne Weiden);50.92;
2024;4691;Münsterlingen;0703;Obstanlagen (Birnen);415.33;
2024;4691;Münsterlingen;0709;Rhabarber;11.21;
2024;4691;Münsterlingen;0712;Christbäume;81.76;
2024;4691;Münsterlingen;0808;Gärtnerische Kulturen in geschütztem Anbau ohne festes Fundament;6.22;
2024;4691;Münsterlingen;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);84.1;
2024;4691;Münsterlingen;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);10.41;
2024;4691;Münsterlingen;0901;Wald;;
2024;4691;Münsterlingen;0922;Nussbäume;;27
2024;4691;Münsterlingen;0923;Edelkastanienbäume;;44
2024;4691;Münsterlingen;0926;andere Bäume;;39
2024;4696;Tägerwilen;0502;Wintergerste;1527.22;
2024;4696;Tägerwilen;0508;Körnermais;843.85;
2024;4696;Tägerwilen;0522;Zuckerrüben;1392.64;
2024;4696;Tägerwilen;0528;Soja;210.49;
2024;4696;Tägerwilen;0545;Einjährige Freilandgemüse, ohne Konservengemüse;8517.1;
2024;4696;Tägerwilen;0554;Einjährige gärtnerische Freilandkulturen (Blumen, Rollrasen, usw.);28.81;
2024;4696;Tägerwilen;0559;Saum auf Ackerfläche;41.42;
2024;4696;Tägerwilen;0598;Übrige offene Ackerfläche, nicht beitragsberechtigt;147.84;
2024;4696;Tägerwilen;0612;Wenig intensiv gen. Wiesen (ohne Weiden);312.87;
2024;4696;Tägerwilen;0613;Übrige Dauerwiesen (ohne Weiden);6701.99;
2024;4696;Tägerwilen;0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);2691.01;
2024;4696;Tägerwilen;0697;Übrige Grünfläche (Dauergrünfläche), beitragsberechtigt;13.94;
2024;4696;Tägerwilen;0706;Mehrjährige Gewürz- und Medizinalpflanzen;10.16;
2024;4696;Tägerwilen;0801;Gemüsekulturen in Gewächshäusern mit festem Fundament;1134.81;
2024;4696;Tägerwilen;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;491.51;
2024;4696;Tägerwilen;0904;Wassergräben, Tümpel, Teiche;;
2024;4696;Tägerwilen;0907;Unbefestigte, natürliche Wege;;
2024;4696;Tägerwilen;0925;Markante Einzelbäume;;4
2024;4701;Wäldi;0502;Wintergerste;1018.58;
2024;4701;Wäldi;0504;Hafer;993.12;
2024;4701;Wäldi;0512;Sommerweizen (ohne Futterweizen der Sortenliste swiss granum);1488.0;
2024;4701;Wäldi;0514;Roggen;791.72;
2024;4701;Wäldi;0516;Dinkel;895.2;
2024;4701;Wäldi;0522;Zuckerrüben;3368.95;
2024;4701;Wäldi;0531;Sonnenblumen zur Speiseölgewinnung;1813.51;
2024;4701;Wäldi;0546;Freiland-Konservengemüse;540.95;
2024;4701;Wäldi;0553;Einjährige Gewürz- und Medizinalpflanzen;6.6;
2024;4701;Wäldi;0557;Rotationsbrache;222.56;
2024;4701;Wäldi;0575;Hanf zur Nutzung der Samen;114.09;
2024;4701;Wäldi;0631;Futterleguminosen für die Samenproduktion (Vertragsanbau);163.18;
2024;4701;Wäldi;0697;Übrige Grünfläche (Dauergrünfläche), beitragsberechtigt;1.63;
2024;4701;Wäldi;0712;Christbäume;129.88;
2024;4701;Wäldi;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);14.61;
2024;4701;Wäldi;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;124.61;
2024;4701;Wäldi;0922;Nussbäume;;41
2024;4701;Wäldi;0923;Edelkastanienbäume;;2
2024;4701;Wäldi;0924;Einheimische standortgerechte Einzelbäume und Alleen;;81
2024;4711;Affeltrangen;0501;Sommergerste;218.9;
2024;4711;Affeltrangen;0507;Futterweizen gemäss Sortenlist swiss granum;398.98;
2024;4711;Affeltrangen;0521;Silo- und Grünmais;10289.61;
2024;4711;Affeltrangen;0522;Zuckerrüben;2259.34;
2024;4711;Affeltrangen;0531;Sonnenblumen zur Speiseölgewinnung;469.57;
2024;4711;Affeltrangen;0559;Saum auf Ackerfläche;14.92;
2024;4711;Affeltrangen;0572;Nützlingsstreifen einjährig;50.49;
2024;4711;Affeltrangen;0601;Kunstwiesen (ohne Weiden);17413.01;
2024;4711;Affeltrangen;0702;Obstanlagen (Äpfel);757.22;
2024;4711;Affeltrangen;0703;Obstanlagen (Birnen);29.41;
2024;4711;Affeltrangen;0704;Obstanlagen (Steinobst);40.53;
2024;4711;Affeltrangen;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);55.13;
2024;4711;Affeltrangen;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;161.05;
2024;4711;Affeltrangen;0903;Flächen ohne landwirtschaftliche Hauptzweckbestimmung;;
2024;4711;Affeltrangen;0909;Hausgärten;;
2024;4711;Affeltrangen;0921;Hochstammfeldobstbäume;;5906
2024;4711;Affeltrangen;0925;Markante Einzelbäume;;1
2024;4716;Bettwiesen;0502;Wintergerste;157.82;
2024;4716;Bettwiesen;0521;Silo- und Grünmais;2196.82;
2024;4716;Bettwiesen;0522;Zuckerrüben;118.04;
2024;4716;Bettwiesen;0547;Wurzeln der Treibzichorie;66.72;
2024;4716;Bettwiesen;0601;Kunstwiesen (ohne Weiden);2026.24;
2024;4716;Bettwiesen;0602;Übrige Kunstwiese, beitragsberechtigt (z.B. Schweineweide, Geflügelweide);103.64;
2024;4716;Bettwiesen;0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);379.79;
2024;4716;Bettwiesen;0698;Übrige Grünfläche (Dauergrünfläche), nicht beitragsberechtigt;2.82;
2024;4716;Bettwiesen;0704;Obstanlagen (Steinobst);2.17;
2024;4716;Bettwiesen;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);3.93;
2024;4716;Bettwiesen;0922;Nussbäume;;26
2024;4721;Bichelsee-Balterswil;0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);1213.07;
2024;4721;Bichelsee-Balterswil;0617;Extensiv genutzte Weiden;1721.93;
2024;4721;Bichelsee-Balterswil;0851;Streueflächen innerhalb der LN;347.82;
2024;4721;Bichelsee-Balterswil;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;24.18;
2024;4721;Bichelsee-Balterswil;0921;Hochstammfeldobstbäume;;1483
2024;4721;Bichelsee-Balterswil;0922;Nussbäume;;48
2024;4721;Bichelsee-Balterswil;0924;Einheimische standortgerechte Einzelbäume und Alleen;;117
2024;4721;Bichelsee-Balterswil;0925;Markante Einzelbäume;;18
2024;4721;Bichelsee-Balterswil;0926;andere Bäume;;17
2024;4723;Braunau;0516;Dinkel;82.04;
2024;4723;Braunau;0527;Winterraps zur Speiseölgewinnung;567.82;
2024;4723;Braunau;0598;Übrige offene Ackerfläche, nicht beitragsberechtigt;8.01;
2024;4723;Braunau;0601;Kunstwiesen (ohne Weiden);5537.23;
2024;4723;Braunau;0617;Extensiv genutzte Weiden;491.5;
2024;4723;Braunau;0702;Obstanlagen (Äpfel);455.55;
2024;4723;Braunau;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;205.86;
2024;4723;Braunau;0904;Wassergräben, Tümpel, Teiche;;
2024;4723;Braunau;0925;Markante Einzelbäume;;2
2024;4723;Braunau;0926;andere Bäume;;28
2024;4724;Eschlikon;0502;Wintergerste;600.07;
2024;4724;Eschlikon;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);952.25;
2024;4724;Eschlikon;0524;Kartoffeln;856.96;
2024;4724;Eschlikon;0527;Winterraps zur Speiseölgewinnung;283.93;
2024;4724;Eschlikon;0545;Einjährige Freilandgemüse, ohne Konservengemüse;188.17;
2024;4724;Eschlikon;0572;Nützlingsstreifen einjährig;21.54;
2024;4724;Eschlikon;0581;Sorghum zur Nutzung ganze Pflanze;84.89;
2024;4724;Eschlikon;0597;Übrige offene Ackerfläche, beitragsberechtigt;15.47;
2024;4724;Eschlikon;0612;Wenig intensiv gen. Wiesen (ohne Weiden);82.3;
2024;4724;Eschlikon;0698;Übrige Grünfläche (Dauergrünfläche), nicht beitragsberechtigt;24.39;
2024;4724;Eschlikon;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);13.19;
2024;4724;Eschlikon;0903;Flächen ohne landwirtschaftliche Hauptzweckbestimmung;;
2024;4724;Eschlikon;0907;Unbefestigte, natürliche Wege;;
2024;4724;Eschlikon;0923;Edelkastanienbäume;;2
2024;4724;Eschlikon;0925;Markante Einzelbäume;;1
2024;4724;Eschlikon;0998;Übrige Flächen ausserhalb der LN;;
2024;4724;Eschlikon;10572;Nützlingsstreifen mehrjährig;35.27;
2024;4726;Fischingen;0556;Buntbrache;103.16;
2024;4726;Fischingen;0613;Übrige Dauerwiesen (ohne Weiden);110926.34;
2024;4726;Fischingen;0635;Uferwiese (ohne Weiden);38.62;
2024;4726;Fischingen;0698;Übrige Grünfläche (Dauergrünfläche), nicht beitragsberechtigt;94.35;
2024;4726;Fischingen;0705;Mehrjährige Beeren;30.5;
2024;4726;Fischingen;0712;Christbäume;1.5;
2024;4726;Fischingen;0851;Streueflächen innerhalb der LN;1493.44;
2024;4726;Fischingen;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);213.06;
2024;4726;Fischingen;0903;Flächen ohne landwirtschaftliche Hauptzweckbestimmung;;
2024;4726;Fischingen;0923;Edelkastanienbäume;;2
2024;4741;Lommis;0502;Wintergerste;1292.97;
2024;4741;Lommis;0531;Sonnenblumen zur Speiseölgewinnung;987.66;
2024;4741;Lommis;0545;Einjährige Freilandgemüse, ohne Konservengemüse;4279.89;
2024;4741;Lommis;0556;Buntbrache;235.57;
2024;4741;Lommis;0601;Kunstwiesen (ohne Weiden);8517.43;
2024;4741;Lommis;0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);961.73;
2024;4741;Lommis;0698;Übrige Grünfläche (Dauergrünfläche), nicht beitragsberechtigt;92.43;
2024;4741;Lommis;0705;Mehrjährige Beeren;1.67;
2024;4741;Lommis;0707;Mehrjährige nachwachsende Rohstoffe (Chinaschilf, usw.);41.28;
2024;4741;Lommis;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);59.62;
2024;4741;Lommis;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;4.56;
2024;4741;Lommis;0921;Hochstammfeldobstbäume;;1423
2024;4741;Lommis;0922;Nussbäume;;35
2024;4741;Lommis;0923;Edelkastanienbäume;;5
2024;4741;Lommis;0925;Markante Einzelbäume;;5
2024;4746;Münchwilen (TG);0508;Körnermais;87.29;
2024;4746;Münchwilen (TG);0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);1013.19;
2024;4746;Münchwilen (TG);0516;Dinkel;259.45;
2024;4746;Münchwilen (TG);0534;Lein;258.16;
2024;4746;Münchwilen (TG);0612;Wenig intensiv gen. Wiesen (ohne Weiden);97.33;
2024;4746;Münchwilen (TG);0613;Übrige Dauerwiesen (ohne Weiden);28107.73;
2024;4746;Münchwilen (TG);0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);368.08;
2024;4746;Münchwilen (TG);0635;Uferwiese (ohne Weiden);5.4;
2024;4746;Münchwilen (TG);0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);221.23;
2024;4746;Münchwilen (TG);0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);9.62;
2024;4746;Münchwilen (TG);0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;74.33;
2024;4746;Münchwilen (TG);0921;Hochstammfeldobstbäume;;1150
2024;4746;Münchwilen (TG);0922;Nussbäume;;64
2024;4746;Münchwilen (TG);0924;Einheimische standortgerechte Einzelbäume und Alleen;;143
2024;4746;Münchwilen (TG);0926;andere Bäume;;24
2024;4751;Rickenbach (TG);0521;Silo- und Grünmais;677.15;
2024;4751;Rickenbach (TG);0522;Zuckerrüben;596.39;
2024;4751;Rickenbach (TG);0601;Kunstwiesen (ohne Weiden);724.2;
2024;4751;Rickenbach (TG);0632;Futtergräser für die Samenproduktion (Vertragsanbau);235.77;
2024;4751;Rickenbach (TG);0921;Hochstammfeldobstbäume;;45
2024;4756;Schönholzerswilen;0502;Wintergerste;485.23;
2024;4756;Schönholzerswilen;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);2401.9;
2024;4756;Schönholzerswilen;0521;Silo- und Grünmais;4536.46;
2024;4756;Schönholzerswilen;0572;Nützlingsstreifen einjährig;6.56;
2024;4756;Schönholzerswilen;0601;Kunstwiesen (ohne Weiden);11430.07;
2024;4756;Schönholzerswilen;0698;Übrige Grünfläche (Dauergrünfläche), nicht beitragsberechtigt;10.98;
2024;4756;Schönholzerswilen;0701;Reben;39.14;
2024;4756;Schönholzerswilen;0702;Obstanlagen (Äpfel);3604.79;
2024;4756;Schönholzerswilen;0703;Obstanlagen (Birnen);167.06;
2024;4756;Schönholzerswilen;0813;"Beerenkulturen in geschütztem Anbau ohne festes Fundament; im gewachsenen Boden";6.37;
2024;4756;Schönholzerswilen;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;417.07;
2024;4756;Schönholzerswilen;0901;Wald;;
2024;4756;Schönholzerswilen;0909;Hausgärten;;
2024;4756;Schönholzerswilen;0923;Edelkastanienbäume;;2
2024;4761;Sirnach;0502;Wintergerste;621.94;
2024;4761;Sirnach;0516;Dinkel;55.06;
2024;4761;Sirnach;0521;Silo- und Grünmais;3819.83;
2024;4761;Sirnach;0522;Zuckerrüben;526.41;
2024;4761;Sirnach;0557;Rotationsbrache;86.49;
2024;4761;Sirnach;0611;Extensiv genutzte Wiesen (ohne Weiden);3258.68;
2024;4761;Sirnach;0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);2475.94;
2024;4761;Sirnach;0701;Reben;13.4;
2024;4761;Sirnach;0702;Obstanlagen (Äpfel);3.86;
2024;4761;Sirnach;0714;Ziersträucher, Ziergehölze,  und Zierstauden;119.37;
2024;4761;Sirnach;0901;Wald;;
2024;4761;Sirnach;0903;Flächen ohne landwirtschaftliche Hauptzweckbestimmung;;
2024;4761;Sirnach;0924;Einheimische standortgerechte Einzelbäume und Alleen;;225
2024;4761;Sirnach;10701;RebenaLN;;
2024;4776;Tobel-Tägerschen;0508;Körnermais;489.48;
2024;4776;Tobel-Tägerschen;0524;Kartoffeln;79.9;
2024;4776;Tobel-Tägerschen;0527;Winterraps zur Speiseölgewinnung;526.82;
2024;4776;Tobel-Tägerschen;0545;Einjährige Freilandgemüse, ohne Konservengemüse;776.37;
2024;4776;Tobel-Tägerschen;0547;Wurzeln der Treibzichorie;394.82;
2024;4776;Tobel-Tägerschen;0556;Buntbrache;77.58;
2024;4776;Tobel-Tägerschen;0572;Nützlingsstreifen einjährig;29.24;
2024;4776;Tobel-Tägerschen;0601;Kunstwiesen (ohne Weiden);6399.79;
2024;4776;Tobel-Tägerschen;0612;Wenig intensiv gen. Wiesen (ohne Weiden);138.21;
2024;4776;Tobel-Tägerschen;0613;Übrige Dauerwiesen (ohne Weiden);16597.32;
2024;4776;Tobel-Tägerschen;0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);1556.46;
2024;4776;Tobel-Tägerschen;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);15.67;
2024;4776;Tobel-Tägerschen;0922;Nussbäume;;93
2024;4776;Tobel-Tägerschen;0924;Einheimische standortgerechte Einzelbäume und Alleen;;40
2024;4781;Wängi;0507;Futterweizen gemäss Sortenlist swiss granum;905.52;
2024;4781;Wängi;0516;Dinkel;996.9;
2024;4781;Wängi;0524;Kartoffeln;121.93;
2024;4781;Wängi;0531;Sonnenblumen zur Speiseölgewinnung;379.3;
2024;4781;Wängi;0546;Freiland-Konservengemüse;269.96;
2024;4781;Wängi;0556;Buntbrache;360.81;
2024;4781;Wängi;0569;Mischungen von Bohnen, Wicken, Erbsen, Kichererbsen und Lupinen mit Getreide oder Leindotter, mindestens 30 % Anteil Leguminosen bei der Ernte (zur Körnergewinnung);201.57;
2024;4781;Wängi;0581;Sorghum zur Nutzung ganze Pflanze;44.9;
2024;4781;Wängi;0602;Übrige Kunstwiese, beitragsberechtigt (z.B. Schweineweide, Geflügelweide);39.8;
2024;4781;Wängi;0611;Extensiv genutzte Wiesen (ohne Weiden);5298.03;
2024;4781;Wängi;0613;Übrige Dauerwiesen (ohne Weiden);62953.23;
2024;4781;Wängi;0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);1736.88;
2024;4781;Wängi;0617;Extensiv genutzte Weiden;993.31;
2024;4781;Wängi;0698;Übrige Grünfläche (Dauergrünfläche), nicht beitragsberechtigt;85.22;
2024;4781;Wängi;0703;Obstanlagen (Birnen);4.36;
2024;4781;Wängi;0712;Christbäume;23.06;
2024;4781;Wängi;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;61.3;
2024;4781;Wängi;0902;übrige Unproduktive Flächen (z.B. gemulchte Flächen, stark verunkraute Flächen, Hecke ohne Pufferstreifen;;
2024;4781;Wängi;0905;Ruderalflächen, Steinhaufen und  -wälle;;
2024;4781;Wängi;0907;Unbefestigte, natürliche Wege;;
2024;4781;Wängi;0922;Nussbäume;;110
2024;4781;Wängi;0926;andere Bäume;;25
2024;4781;Wängi;0998;Übrige Flächen ausserhalb der LN;;
2024;4786;Wilen (TG);0601;Kunstwiesen (ohne Weiden);1046.6;
2024;4786;Wilen (TG);0612;Wenig intensiv gen. Wiesen (ohne Weiden);40.57;
2024;4786;Wilen (TG);0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);71.24;
2024;4786;Wilen (TG);0851;Streueflächen innerhalb der LN;962.81;
2024;4786;Wilen (TG);0903;Flächen ohne landwirtschaftliche Hauptzweckbestimmung;;
2024;4791;Wuppenau;0502;Wintergerste;391.69;
2024;4791;Wuppenau;0516;Dinkel;121.24;
2024;4791;Wuppenau;0521;Silo- und Grünmais;3995.36;
2024;4791;Wuppenau;0522;Zuckerrüben;182.65;
2024;4791;Wuppenau;0545;Einjährige Freilandgemüse, ohne Konservengemüse;56.41;
2024;4791;Wuppenau;0557;Rotationsbrache;29.36;
2024;4791;Wuppenau;0559;Saum auf Ackerfläche;43.51;
2024;4791;Wuppenau;0632;Futtergräser für die Samenproduktion (Vertragsanbau);97.16;
2024;4791;Wuppenau;0703;Obstanlagen (Birnen);26.44;
2024;4791;Wuppenau;0705;Mehrjährige Beeren;39.42;
2024;4791;Wuppenau;0712;Christbäume;81.17;
2024;4791;Wuppenau;0714;Ziersträucher, Ziergehölze,  und Zierstauden;25.65;
2024;4791;Wuppenau;0731;Andere Obstanlagen (Kiwi, Holunder, usw.);25.35;
2024;4791;Wuppenau;0851;Streueflächen innerhalb der LN;43.0;
2024;4791;Wuppenau;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);195.86;
2024;4791;Wuppenau;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);7.22;
2024;4791;Wuppenau;0905;Ruderalflächen, Steinhaufen und  -wälle;;
2024;4791;Wuppenau;0907;Unbefestigte, natürliche Wege;;
2024;4791;Wuppenau;0921;Hochstammfeldobstbäume;;6077
2024;4791;Wuppenau;0923;Edelkastanienbäume;;32
2024;4791;Wuppenau;0924;Einheimische standortgerechte Einzelbäume und Alleen;;233
2024;4791;Wuppenau;0926;andere Bäume;;238
2024;4791;Wuppenau;0998;Übrige Flächen ausserhalb der LN;;
2024;4801;Berlingen;0504;Hafer;247.7;
2024;4801;Berlingen;0556;Buntbrache;156.56;
2024;4801;Berlingen;0611;Extensiv genutzte Wiesen (ohne Weiden);1240.86;
2024;4801;Berlingen;0613;Übrige Dauerwiesen (ohne Weiden);1561.75;
2024;4801;Berlingen;0701;Reben;360.1;
2024;4801;Berlingen;0712;Christbäume;17.92;
2024;4801;Berlingen;0907;Unbefestigte, natürliche Wege;;
2024;4801;Berlingen;0924;Einheimische standortgerechte Einzelbäume und Alleen;;23
2024;4806;Eschenz;0502;Wintergerste;1491.72;
2024;4806;Eschenz;0521;Silo- und Grünmais;4323.2;
2024;4806;Eschenz;0522;Zuckerrüben;2663.69;
2024;4806;Eschenz;0531;Sonnenblumen zur Speiseölgewinnung;1426.49;
2024;4806;Eschenz;0539;Oelkürbisse;190.6;
2024;4806;Eschenz;0612;Wenig intensiv gen. Wiesen (ohne Weiden);76.93;
2024;4806;Eschenz;0613;Übrige Dauerwiesen (ohne Weiden);9460.42;
2024;4806;Eschenz;0702;Obstanlagen (Äpfel);566.55;
2024;4806;Eschenz;0717;Rebflächen mit natürlicher Artenvielfalt;47.79;
2024;4806;Eschenz;0907;Unbefestigte, natürliche Wege;;
2024;4806;Eschenz;0924;Einheimische standortgerechte Einzelbäume und Alleen;;135
2024;4806;Eschenz;10572;Nützlingsstreifen mehrjährig;13.32;
2024;4811;Herdern;0507;Futterweizen gemäss Sortenlist swiss granum;3506.28;
2024;4811;Herdern;0522;Zuckerrüben;8855.82;
2024;4811;Herdern;0527;Winterraps zur Speiseölgewinnung;4105.57;
2024;4811;Herdern;0531;Sonnenblumen zur Speiseölgewinnung;2587.6;
2024;4811;Herdern;0556;Buntbrache;1032.97;
2024;4811;Herdern;0602;Übrige Kunstwiese, beitragsberechtigt (z.B. Schweineweide, Geflügelweide);361.55;
2024;4811;Herdern;0612;Wenig intensiv gen. Wiesen (ohne Weiden);63.57;
2024;4811;Herdern;0702;Obstanlagen (Äpfel);862.33;
2024;4811;Herdern;0704;Obstanlagen (Steinobst);74.99;
2024;4811;Herdern;0712;Christbäume;106.58;
2024;4811;Herdern;0717;Rebflächen mit natürlicher Artenvielfalt;315.82;
2024;4811;Herdern;0725;Permakultur (kleinräumige Misschung verschiedener Kulturen mit mehr als 50% Spezialkulturen);61.94;
2024;4811;Herdern;0731;Andere Obstanlagen (Kiwi, Holunder, usw.);359.06;
2024;4811;Herdern;0802;Übrige Spezialkulturen in Gewächshäusern mit festem Fundament;103.13;
2024;4811;Herdern;0808;Gärtnerische Kulturen in geschütztem Anbau ohne festes Fundament;80.33;
2024;4811;Herdern;0851;Streueflächen innerhalb der LN;94.01;
2024;4811;Herdern;0897;Übrige Flächen innerhalb der LN, beitragsberechtigt;123.77;
2024;4811;Herdern;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;102.85;
2024;4811;Herdern;0903;Flächen ohne landwirtschaftliche Hauptzweckbestimmung;;
2024;4811;Herdern;0921;Hochstammfeldobstbäume;;1715
2024;4811;Herdern;0930;Sömmerungsweiden;458.69;
2024;4816;Homburg;0501;Sommergerste;95.84;
2024;4816;Homburg;0521;Silo- und Grünmais;17420.62;
2024;4816;Homburg;0522;Zuckerrüben;9071.35;
2024;4816;Homburg;0523;Futterrüben;59.08;
2024;4816;Homburg;0524;Kartoffeln;1003.15;
2024;4816;Homburg;0528;Soja;997.99;
2024;4816;Homburg;0554;Einjährige gärtnerische Freilandkulturen (Blumen, Rollrasen, usw.);5.04;
2024;4816;Homburg;0557;Rotationsbrache;21.15;
2024;4816;Homburg;0568;Linsen;200.36;
2024;4816;Homburg;0569;Mischungen von Bohnen, Wicken, Erbsen, Kichererbsen und Lupinen mit Getreide oder Leindotter, mindestens 30 % Anteil Leguminosen bei der Ernte (zur Körnergewinnung);474.57;
