jahr;bfs_nr_gemeinde;gemeindename;kultur_code;kultur_bezeichnung;landw_nutzflaeche_in_aren;anzahl_baeume
2024;4551;Aadorf;0601;Kunstwiesen (ohne Weiden);17801.84;
2024;4551;Aadorf;0611;Extensiv genutzte Wiesen (ohne Weiden);7369.14;
2024;4551;Aadorf;0612;Wenig intensiv gen. Wiesen (ohne Weiden);355.02;
2024;4551;Aadorf;0613;Übrige Dauerwiesen (ohne Weiden);34576.5;
2024;4551;Aadorf;0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);2303.09;
2024;4551;Aadorf;0698;Übrige Grünfläche (Dauergrünfläche), nicht beitragsberechtigt;102.64;
2024;4551;Aadorf;0702;Obstanlagen (Äpfel);137.79;
2024;4551;Aadorf;0703;Obstanlagen (Birnen);14.35;
2024;4551;Aadorf;0704;Obstanlagen (Steinobst);69.41;
2024;4551;Aadorf;0705;Mehrjährige Beeren;82.06;
2024;4551;Aadorf;0712;Christbäume;82.13;
2024;4551;Aadorf;0713;Baumschule von Forstpflanzen ausserhalb der Forstzone;50.37;
2024;4551;Aadorf;0901;Wald;;
2024;4551;Aadorf;0903;Flächen ohne landwirtschaftliche Hauptzweckbestimmung;;
2024;4551;Aadorf;0904;Wassergräben, Tümpel, Teiche;;
2024;4551;Aadorf;0905;Ruderalflächen, Steinhaufen und  -wälle;;
2024;4551;Aadorf;0907;Unbefestigte, natürliche Wege;;
2024;4551;Aadorf;0922;Nussbäume;;103
2024;4551;Aadorf;0998;Übrige Flächen ausserhalb der LN;;
2024;4561;Felben-Wellhausen;0502;Wintergerste;2428.46;
2024;4561;Felben-Wellhausen;0508;Körnermais;1755.27;
2024;4561;Felben-Wellhausen;0521;Silo- und Grünmais;2892.38;
2024;4561;Felben-Wellhausen;0527;Winterraps zur Speiseölgewinnung;2046.66;
2024;4561;Felben-Wellhausen;0598;Übrige offene Ackerfläche, nicht beitragsberechtigt;8.98;
2024;4561;Felben-Wellhausen;0601;Kunstwiesen (ohne Weiden);2738.65;
2024;4561;Felben-Wellhausen;0602;Übrige Kunstwiese, beitragsberechtigt (z.B. Schweineweide, Geflügelweide);82.85;
2024;4561;Felben-Wellhausen;0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);1481.33;
2024;4561;Felben-Wellhausen;0702;Obstanlagen (Äpfel);766.28;
2024;4561;Felben-Wellhausen;0723;Baumschule von Obst und Beeren;34.71;
2024;4561;Felben-Wellhausen;0811;"Gemüsekulturen in geschütztem Anbau ohne festes Fundament; im gewachsenen Boden";183.6;
2024;4561;Felben-Wellhausen;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);22.07;
2024;4561;Felben-Wellhausen;0907;Unbefestigte, natürliche Wege;;
2024;4561;Felben-Wellhausen;0926;andere Bäume;;14
2024;4561;Felben-Wellhausen;0998;Übrige Flächen ausserhalb der LN;;
2024;4566;Frauenfeld;0504;Hafer;152.08;
2024;4566;Frauenfeld;0507;Futterweizen gemäss Sortenlist swiss granum;504.26;
2024;4566;Frauenfeld;0512;Sommerweizen (ohne Futterweizen der Sortenliste swiss granum);135.07;
2024;4566;Frauenfeld;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);11866.91;
2024;4566;Frauenfeld;0522;Zuckerrüben;8701.9;
2024;4566;Frauenfeld;0524;Kartoffeln;4568.75;
2024;4566;Frauenfeld;0546;Freiland-Konservengemüse;1733.31;
2024;4566;Frauenfeld;0554;Einjährige gärtnerische Freilandkulturen (Blumen, Rollrasen, usw.);15.49;
2024;4566;Frauenfeld;0556;Buntbrache;613.37;
2024;4566;Frauenfeld;0569;Mischungen von Bohnen, Wicken, Erbsen, Kichererbsen und Lupinen mit Getreide oder Leindotter, mindestens 30 % Anteil Leguminosen bei der Ernte (zur Körnergewinnung);163.77;
2024;4566;Frauenfeld;0580;Sorghum zur Körnergewinnung;57.24;
2024;4566;Frauenfeld;0598;Übrige offene Ackerfläche, nicht beitragsberechtigt;34.19;
2024;4566;Frauenfeld;0601;Kunstwiesen (ohne Weiden);10343.4;
2024;4566;Frauenfeld;0613;Übrige Dauerwiesen (ohne Weiden);25520.57;
2024;4566;Frauenfeld;0704;Obstanlagen (Steinobst);36.84;
2024;4566;Frauenfeld;0725;Permakultur (kleinräumige Misschung verschiedener Kulturen mit mehr als 50% Spezialkulturen);59.06;
2024;4566;Frauenfeld;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;1027.15;
2024;4566;Frauenfeld;0903;Flächen ohne landwirtschaftliche Hauptzweckbestimmung;;
2024;4566;Frauenfeld;0904;Wassergräben, Tümpel, Teiche;;
2024;4566;Frauenfeld;0905;Ruderalflächen, Steinhaufen und  -wälle;;
2024;4566;Frauenfeld;0921;Hochstammfeldobstbäume;;2937
2024;4566;Frauenfeld;0924;Einheimische standortgerechte Einzelbäume und Alleen;;576
2024;4566;Frauenfeld;0925;Markante Einzelbäume;;2
2024;4571;Gachnang;0502;Wintergerste;2518.64;
2024;4571;Gachnang;0522;Zuckerrüben;6357.84;
2024;4571;Gachnang;0547;Wurzeln der Treibzichorie;76.08;
2024;4571;Gachnang;0572;Nützlingsstreifen einjährig;41.29;
2024;4571;Gachnang;0602;Übrige Kunstwiese, beitragsberechtigt (z.B. Schweineweide, Geflügelweide);113.91;
2024;4571;Gachnang;0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);1443.32;
2024;4571;Gachnang;0617;Extensiv genutzte Weiden;524.96;
2024;4571;Gachnang;0702;Obstanlagen (Äpfel);3.53;
2024;4571;Gachnang;0714;Ziersträucher, Ziergehölze,  und Zierstauden;11.82;
2024;4571;Gachnang;0798;übrige Flächen mit Dauerkulturen nicht beitragsberechtigt;11.93;
2024;4571;Gachnang;0804;Beerenkulturen in Gewächshäusern mit festem Fundament;13.49;
2024;4571;Gachnang;0811;"Gemüsekulturen in geschütztem Anbau ohne festes Fundament; im gewachsenen Boden";5.36;
2024;4571;Gachnang;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);221.65;
2024;4571;Gachnang;0901;Wald;;
2024;4571;Gachnang;0903;Flächen ohne landwirtschaftliche Hauptzweckbestimmung;;
2024;4571;Gachnang;0926;andere Bäume;;13
2024;4590;Hüttlingen;0521;Silo- und Grünmais;4800.62;
2024;4590;Hüttlingen;0522;Zuckerrüben;2977.62;
2024;4590;Hüttlingen;0524;Kartoffeln;1543.55;
2024;4590;Hüttlingen;0531;Sonnenblumen zur Speiseölgewinnung;256.92;
2024;4590;Hüttlingen;0545;Einjährige Freilandgemüse, ohne Konservengemüse;3244.94;
2024;4590;Hüttlingen;0569;Mischungen von Bohnen, Wicken, Erbsen, Kichererbsen und Lupinen mit Getreide oder Leindotter, mindestens 30 % Anteil Leguminosen bei der Ernte (zur Körnergewinnung);122.87;
2024;4590;Hüttlingen;0592;Sonnenblumen als nachwachsender Rohstoff;168.41;
2024;4590;Hüttlingen;0598;Übrige offene Ackerfläche, nicht beitragsberechtigt;6.64;
2024;4590;Hüttlingen;0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);2989.52;
2024;4590;Hüttlingen;0705;Mehrjährige Beeren;11.05;
2024;4590;Hüttlingen;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);72.66;
2024;4590;Hüttlingen;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;303.57;
2024;4590;Hüttlingen;0903;Flächen ohne landwirtschaftliche Hauptzweckbestimmung;;
2024;4590;Hüttlingen;0907;Unbefestigte, natürliche Wege;;
2024;4590;Hüttlingen;0921;Hochstammfeldobstbäume;;2552
2024;4590;Hüttlingen;0998;Übrige Flächen ausserhalb der LN;;
2024;4590;Hüttlingen;10572;Nützlingsstreifen mehrjährig;15.81;
2024;4591;Matzingen;0505;Triticale;101.88;
2024;4591;Matzingen;0507;Futterweizen gemäss Sortenlist swiss granum;907.32;
2024;4591;Matzingen;0508;Körnermais;852.36;
2024;4591;Matzingen;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);3083.48;
2024;4591;Matzingen;0516;Dinkel;348.64;
2024;4591;Matzingen;0522;Zuckerrüben;1597.28;
2024;4591;Matzingen;0531;Sonnenblumen zur Speiseölgewinnung;911.78;
2024;4591;Matzingen;0557;Rotationsbrache;37.16;
2024;4591;Matzingen;0612;Wenig intensiv gen. Wiesen (ohne Weiden);152.44;
2024;4591;Matzingen;0613;Übrige Dauerwiesen (ohne Weiden);10330.44;
2024;4591;Matzingen;0701;Reben;2.65;
2024;4591;Matzingen;0721;Mehrjährige gärtnerische Freilandkulturen (nicht im Gewächshaus);1.02;
2024;4591;Matzingen;0725;Permakultur (kleinräumige Misschung verschiedener Kulturen mit mehr als 50% Spezialkulturen);18.61;
2024;4591;Matzingen;0731;Andere Obstanlagen (Kiwi, Holunder, usw.);2.49;
2024;4591;Matzingen;0909;Hausgärten;;
2024;4591;Matzingen;0925;Markante Einzelbäume;;2
2024;4601;Neunforn;0507;Futterweizen gemäss Sortenlist swiss granum;197.15;
2024;4601;Neunforn;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);8681.28;
2024;4601;Neunforn;0522;Zuckerrüben;4255.81;
2024;4601;Neunforn;0525;Pflanzkartoffeln (Vertragsanbau);667.61;
2024;4601;Neunforn;0531;Sonnenblumen zur Speiseölgewinnung;2868.78;
2024;4601;Neunforn;0536;Bohnen und Wicken zur Körnergewinnung (z.B. Ackerbohnen);471.17;
2024;4601;Neunforn;0539;Oelkürbisse;131.36;
2024;4601;Neunforn;0547;Wurzeln der Treibzichorie;510.56;
2024;4601;Neunforn;0551;Einjährige Beeren (z.B. Erdbeeren);8.84;
2024;4601;Neunforn;0556;Buntbrache;352.94;
2024;4601;Neunforn;0557;Rotationsbrache;162.86;
2024;4601;Neunforn;0559;Saum auf Ackerfläche;5.51;
2024;4601;Neunforn;0597;Übrige offene Ackerfläche, beitragsberechtigt;39.9;
2024;4601;Neunforn;0612;Wenig intensiv gen. Wiesen (ohne Weiden);147.36;
2024;4601;Neunforn;0613;Übrige Dauerwiesen (ohne Weiden);6155.29;
2024;4601;Neunforn;0617;Extensiv genutzte Weiden;576.3;
2024;4601;Neunforn;0635;Uferwiese (ohne Weiden);315.07;
2024;4601;Neunforn;0797;Übrige Flächen mit Dauerkulturen, beitragsberechtigt;10.63;
2024;4601;Neunforn;0851;Streueflächen innerhalb der LN;67.52;
2024;4601;Neunforn;0907;Unbefestigte, natürliche Wege;;
2024;4601;Neunforn;0924;Einheimische standortgerechte Einzelbäume und Alleen;;229
2024;4601;Neunforn;0926;andere Bäume;;78
2024;4606;Stettfurt;0502;Wintergerste;1851.6;
2024;4606;Stettfurt;0505;Triticale;101.68;
2024;4606;Stettfurt;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);5963.73;
2024;4606;Stettfurt;0521;Silo- und Grünmais;2482.77;
2024;4606;Stettfurt;0524;Kartoffeln;872.38;
2024;4606;Stettfurt;0527;Winterraps zur Speiseölgewinnung;892.97;
2024;4606;Stettfurt;0546;Freiland-Konservengemüse;255.69;
2024;4606;Stettfurt;0601;Kunstwiesen (ohne Weiden);7510.98;
2024;4606;Stettfurt;0611;Extensiv genutzte Wiesen (ohne Weiden);1532.51;
2024;4606;Stettfurt;0612;Wenig intensiv gen. Wiesen (ohne Weiden);641.25;
2024;4606;Stettfurt;0613;Übrige Dauerwiesen (ohne Weiden);8693.56;
2024;4606;Stettfurt;0617;Extensiv genutzte Weiden;887.54;
2024;4606;Stettfurt;0697;Übrige Grünfläche (Dauergrünfläche), beitragsberechtigt;21.73;
2024;4606;Stettfurt;0702;Obstanlagen (Äpfel);17.27;
2024;4606;Stettfurt;0709;Rhabarber;339.25;
2024;4606;Stettfurt;0801;Gemüsekulturen in Gewächshäusern mit festem Fundament;33.8;
2024;4606;Stettfurt;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);62.33;
2024;4606;Stettfurt;0901;Wald;;
2024;4606;Stettfurt;0905;Ruderalflächen, Steinhaufen und  -wälle;;
2024;4606;Stettfurt;0921;Hochstammfeldobstbäume;;424
2024;4611;Thundorf;0504;Hafer;381.52;
2024;4611;Thundorf;0516;Dinkel;1204.35;
2024;4611;Thundorf;0523;Futterrüben;5.52;
2024;4611;Thundorf;0524;Kartoffeln;414.16;
2024;4611;Thundorf;0569;Mischungen von Bohnen, Wicken, Erbsen, Kichererbsen und Lupinen mit Getreide oder Leindotter, mindestens 30 % Anteil Leguminosen bei der Ernte (zur Körnergewinnung);549.8;
2024;4611;Thundorf;0578;Hirse zur Körnergewinnung;475.1;
2024;4611;Thundorf;0602;Übrige Kunstwiese, beitragsberechtigt (z.B. Schweineweide, Geflügelweide);347.61;
2024;4611;Thundorf;0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);3491.1;
2024;4611;Thundorf;0703;Obstanlagen (Birnen);38.99;
2024;4611;Thundorf;0705;Mehrjährige Beeren;1.9;
2024;4611;Thundorf;0712;Christbäume;4.29;
2024;4611;Thundorf;0851;Streueflächen innerhalb der LN;152.65;
2024;4611;Thundorf;0904;Wassergräben, Tümpel, Teiche;;
2024;4611;Thundorf;0924;Einheimische standortgerechte Einzelbäume und Alleen;;309
2024;4616;Uesslingen-Buch;0508;Körnermais;3777.79;
2024;4616;Uesslingen-Buch;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);14870.34;
2024;4616;Uesslingen-Buch;0522;Zuckerrüben;8118.56;
2024;4616;Uesslingen-Buch;0527;Winterraps zur Speiseölgewinnung;3193.14;
2024;4616;Uesslingen-Buch;0547;Wurzeln der Treibzichorie;630.99;
2024;4616;Uesslingen-Buch;0554;Einjährige gärtnerische Freilandkulturen (Blumen, Rollrasen, usw.);0.94;
2024;4616;Uesslingen-Buch;0556;Buntbrache;588.6;
2024;4616;Uesslingen-Buch;0557;Rotationsbrache;51.21;
2024;4616;Uesslingen-Buch;0559;Saum auf Ackerfläche;59.34;
2024;4616;Uesslingen-Buch;0572;Nützlingsstreifen einjährig;52.48;
2024;4616;Uesslingen-Buch;0612;Wenig intensiv gen. Wiesen (ohne Weiden);132.94;
2024;4616;Uesslingen-Buch;0698;Übrige Grünfläche (Dauergrünfläche), nicht beitragsberechtigt;188.3;
2024;4616;Uesslingen-Buch;0702;Obstanlagen (Äpfel);732.49;
2024;4616;Uesslingen-Buch;0704;Obstanlagen (Steinobst);12.1;
2024;4616;Uesslingen-Buch;0721;Mehrjährige gärtnerische Freilandkulturen (nicht im Gewächshaus);4.59;
2024;4616;Uesslingen-Buch;0797;Übrige Flächen mit Dauerkulturen, beitragsberechtigt;12.87;
2024;4616;Uesslingen-Buch;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);63.43;
2024;4616;Uesslingen-Buch;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;192.7;
2024;4616;Uesslingen-Buch;0902;übrige Unproduktive Flächen (z.B. gemulchte Flächen, stark verunkraute Flächen, Hecke ohne Pufferstreifen;;
2024;4616;Uesslingen-Buch;0924;Einheimische standortgerechte Einzelbäume und Alleen;;636
2024;4621;Warth-Weiningen;0507;Futterweizen gemäss Sortenlist swiss granum;457.94;
2024;4621;Warth-Weiningen;0508;Körnermais;1527.01;
2024;4621;Warth-Weiningen;0512;Sommerweizen (ohne Futterweizen der Sortenliste swiss granum);645.05;
2024;4621;Warth-Weiningen;0521;Silo- und Grünmais;2845.55;
2024;4621;Warth-Weiningen;0522;Zuckerrüben;3393.13;
2024;4621;Warth-Weiningen;0528;Soja;79.52;
2024;4621;Warth-Weiningen;0545;Einjährige Freilandgemüse, ohne Konservengemüse;854.04;
2024;4621;Warth-Weiningen;0556;Buntbrache;263.42;
2024;4621;Warth-Weiningen;0572;Nützlingsstreifen einjährig;27.26;
2024;4621;Warth-Weiningen;0601;Kunstwiesen (ohne Weiden);7958.58;
2024;4621;Warth-Weiningen;0611;Extensiv genutzte Wiesen (ohne Weiden);3457.79;
2024;4621;Warth-Weiningen;0613;Übrige Dauerwiesen (ohne Weiden);5869.45;
2024;4621;Warth-Weiningen;0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);1102.05;
2024;4621;Warth-Weiningen;0617;Extensiv genutzte Weiden;667.75;
2024;4621;Warth-Weiningen;0635;Uferwiese (ohne Weiden);272.32;
2024;4621;Warth-Weiningen;0698;Übrige Grünfläche (Dauergrünfläche), nicht beitragsberechtigt;292.24;
2024;4621;Warth-Weiningen;0701;Reben;1034.82;
2024;4621;Warth-Weiningen;0712;Christbäume;25.2;
2024;4621;Warth-Weiningen;0717;Rebflächen mit natürlicher Artenvielfalt;445.46;
2024;4621;Warth-Weiningen;0731;Andere Obstanlagen (Kiwi, Holunder, usw.);2.65;
2024;4621;Warth-Weiningen;0851;Streueflächen innerhalb der LN;52.85;
2024;4621;Warth-Weiningen;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;241.94;
2024;4621;Warth-Weiningen;0901;Wald;;
2024;4621;Warth-Weiningen;0904;Wassergräben, Tümpel, Teiche;;
2024;4621;Warth-Weiningen;0922;Nussbäume;;25
2024;4641;Altnau;0502;Wintergerste;947.4;
2024;4641;Altnau;0507;Futterweizen gemäss Sortenlist swiss granum;695.82;
2024;4641;Altnau;0508;Körnermais;875.1;
2024;4641;Altnau;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);2616.15;
2024;4641;Altnau;0524;Kartoffeln;437.77;
2024;4641;Altnau;0534;Lein;49.81;
2024;4641;Altnau;0556;Buntbrache;178.16;
2024;4641;Altnau;0557;Rotationsbrache;131.65;
2024;4641;Altnau;0572;Nützlingsstreifen einjährig;24.15;
2024;4641;Altnau;0601;Kunstwiesen (ohne Weiden);7579.37;
2024;4641;Altnau;0613;Übrige Dauerwiesen (ohne Weiden);6085.01;
2024;4641;Altnau;0617;Extensiv genutzte Weiden;21.77;
2024;4641;Altnau;0698;Übrige Grünfläche (Dauergrünfläche), nicht beitragsberechtigt;21.78;
2024;4641;Altnau;0704;Obstanlagen (Steinobst);836.76;
2024;4641;Altnau;0705;Mehrjährige Beeren;196.46;
2024;4641;Altnau;0709;Rhabarber;23.01;
2024;4641;Altnau;0803;Gärtnerische Kulturen in Gewächshäusern mit festem Fundament;25.34;
2024;4641;Altnau;0808;Gärtnerische Kulturen in geschütztem Anbau ohne festes Fundament;6.33;
2024;4641;Altnau;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);22.4;
2024;4641;Altnau;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;18.09;
2024;4641;Altnau;0921;Hochstammfeldobstbäume;;974
2024;4643;Bottighofen;0601;Kunstwiesen (ohne Weiden);768.26;
2024;4643;Bottighofen;0613;Übrige Dauerwiesen (ohne Weiden);891.11;
2024;4643;Bottighofen;0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);170.03;
2024;4643;Bottighofen;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);18.26;
2024;4643;Bottighofen;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);18.97;
2024;4643;Bottighofen;0926;andere Bäume;;21
2024;4646;Ermatingen;0504;Hafer;61.48;
2024;4646;Ermatingen;0508;Körnermais;1991.1;
2024;4646;Ermatingen;0522;Zuckerrüben;1163.31;
2024;4646;Ermatingen;0524;Kartoffeln;451.93;
2024;4646;Ermatingen;0527;Winterraps zur Speiseölgewinnung;3193.19;
2024;4646;Ermatingen;0528;Soja;197.65;
2024;4646;Ermatingen;0545;Einjährige Freilandgemüse, ohne Konservengemüse;313.54;
2024;4646;Ermatingen;0557;Rotationsbrache;270.05;
2024;4646;Ermatingen;0572;Nützlingsstreifen einjährig;23.86;
2024;4646;Ermatingen;0697;Übrige Grünfläche (Dauergrünfläche), beitragsberechtigt;9.17;
2024;4646;Ermatingen;0702;Obstanlagen (Äpfel);204.55;
2024;4646;Ermatingen;0717;Rebflächen mit natürlicher Artenvielfalt;221.15;
2024;4646;Ermatingen;0814;"Beerenkulturen in geschütztem Anbau ohne festes Fundament; auf Pflanztischen oder -gestellen";4.02;
2024;4646;Ermatingen;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;188.34;
2024;4646;Ermatingen;0903;Flächen ohne landwirtschaftliche Hauptzweckbestimmung;;
2024;4646;Ermatingen;0905;Ruderalflächen, Steinhaufen und  -wälle;;
2024;4646;Ermatingen;0924;Einheimische standortgerechte Einzelbäume und Alleen;;67
2024;4646;Ermatingen;0926;andere Bäume;;25
2024;4651;Gottlieben;0851;Streueflächen innerhalb der LN;870.04;
2024;4656;Güttingen;0516;Dinkel;273.59;
2024;4656;Güttingen;0521;Silo- und Grünmais;5864.55;
2024;4656;Güttingen;0522;Zuckerrüben;1296.72;
2024;4656;Güttingen;0543;Getreide siliert;120.13;
2024;4656;Güttingen;0611;Extensiv genutzte Wiesen (ohne Weiden);2903.78;
2024;4656;Güttingen;0617;Extensiv genutzte Weiden;919.85;
2024;4656;Güttingen;0698;Übrige Grünfläche (Dauergrünfläche), nicht beitragsberechtigt;80.17;
2024;4656;Güttingen;0704;Obstanlagen (Steinobst);1241.6;
2024;4656;Güttingen;0705;Mehrjährige Beeren;1407.44;
2024;4656;Güttingen;0710;Spargel;10.17;
2024;4656;Güttingen;0814;"Beerenkulturen in geschütztem Anbau ohne festes Fundament; auf Pflanztischen oder -gestellen";400.01;
2024;4656;Güttingen;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);1.88;
2024;4656;Güttingen;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;387.27;
2024;4656;Güttingen;0902;übrige Unproduktive Flächen (z.B. gemulchte Flächen, stark verunkraute Flächen, Hecke ohne Pufferstreifen;;
2024;4656;Güttingen;0903;Flächen ohne landwirtschaftliche Hauptzweckbestimmung;;
2024;4656;Güttingen;0907;Unbefestigte, natürliche Wege;;
2024;4656;Güttingen;0909;Hausgärten;;
2024;4656;Güttingen;0922;Nussbäume;;569
2024;4656;Güttingen;0998;Übrige Flächen ausserhalb der LN;;
2024;4666;Kemmental;0507;Futterweizen gemäss Sortenlist swiss granum;2904.81;
2024;4666;Kemmental;0508;Körnermais;6231.47;
2024;4666;Kemmental;0516;Dinkel;529.07;
2024;4666;Kemmental;0522;Zuckerrüben;5463.04;
2024;4666;Kemmental;0524;Kartoffeln;3321.09;
2024;4666;Kemmental;0526;Sommerraps zur Speiseölgewinnung;110.12;
2024;4666;Kemmental;0528;Soja;440.82;
2024;4666;Kemmental;0534;Lein;113.17;
2024;4666;Kemmental;0537;Erbsen zur Körnergewinnung (z.B. Eiweisserbsen);367.3;
2024;4666;Kemmental;0546;Freiland-Konservengemüse;930.77;
2024;4666;Kemmental;0557;Rotationsbrache;61.54;
2024;4666;Kemmental;0568;Linsen;141.33;
2024;4666;Kemmental;0569;Mischungen von Bohnen, Wicken, Erbsen, Kichererbsen und Lupinen mit Getreide oder Leindotter, mindestens 30 % Anteil Leguminosen bei der Ernte (zur Körnergewinnung);164.79;
2024;4666;Kemmental;0572;Nützlingsstreifen einjährig;77.25;
2024;4666;Kemmental;0581;Sorghum zur Nutzung ganze Pflanze;100.89;
2024;4666;Kemmental;0632;Futtergräser für die Samenproduktion (Vertragsanbau);502.26;
2024;4666;Kemmental;0635;Uferwiese (ohne Weiden);53.74;
2024;4666;Kemmental;0697;Übrige Grünfläche (Dauergrünfläche), beitragsberechtigt;17.02;
2024;4666;Kemmental;0702;Obstanlagen (Äpfel);3156.89;
2024;4666;Kemmental;0704;Obstanlagen (Steinobst);120.26;
2024;4666;Kemmental;0709;Rhabarber;175.31;
2024;4666;Kemmental;0724;Übrige Baumschulen (Rosen, Zierstauden, usw.);62.7;
2024;4666;Kemmental;0725;Permakultur (kleinräumige Misschung verschiedener Kulturen mit mehr als 50% Spezialkulturen);38.96;
2024;4666;Kemmental;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);75.64;
2024;4666;Kemmental;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;440.45;
2024;4666;Kemmental;0901;Wald;;
2024;4666;Kemmental;0907;Unbefestigte, natürliche Wege;;
2024;4666;Kemmental;0922;Nussbäume;;177
2024;4666;Kemmental;0923;Edelkastanienbäume;;2
2024;4666;Kemmental;0926;andere Bäume;;53
2024;4671;Kreuzlingen;0502;Wintergerste;1120.89;
2024;4671;Kreuzlingen;0508;Körnermais;336.04;
2024;4671;Kreuzlingen;0510;Hartweizen;91.64;
2024;4671;Kreuzlingen;0601;Kunstwiesen (ohne Weiden);2853.61;
2024;4671;Kreuzlingen;0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);1067.62;
2024;4671;Kreuzlingen;0617;Extensiv genutzte Weiden;78.13;
2024;4671;Kreuzlingen;0698;Übrige Grünfläche (Dauergrünfläche), nicht beitragsberechtigt;47.14;
2024;4671;Kreuzlingen;0924;Einheimische standortgerechte Einzelbäume und Alleen;;124
2024;4671;Kreuzlingen;10572;Nützlingsstreifen mehrjährig;9.4;
2024;4681;Langrickenbach;0502;Wintergerste;3036.25;
2024;4681;Langrickenbach;0507;Futterweizen gemäss Sortenlist swiss granum;1244.38;
2024;4681;Langrickenbach;0508;Körnermais;2165.4;
2024;4681;Langrickenbach;0516;Dinkel;409.88;
2024;4681;Langrickenbach;0521;Silo- und Grünmais;7871.12;
2024;4681;Langrickenbach;0531;Sonnenblumen zur Speiseölgewinnung;226.69;
2024;4681;Langrickenbach;0557;Rotationsbrache;49.78;
2024;4681;Langrickenbach;0601;Kunstwiesen (ohne Weiden);9477.4;
2024;4681;Langrickenbach;0611;Extensiv genutzte Wiesen (ohne Weiden);3569.11;
2024;4681;Langrickenbach;0617;Extensiv genutzte Weiden;57.37;
2024;4681;Langrickenbach;0635;Uferwiese (ohne Weiden);21.01;
2024;4681;Langrickenbach;0703;Obstanlagen (Birnen);635.55;
2024;4681;Langrickenbach;0704;Obstanlagen (Steinobst);676.35;
2024;4681;Langrickenbach;0705;Mehrjährige Beeren;10.4;
2024;4681;Langrickenbach;0706;Mehrjährige Gewürz- und Medizinalpflanzen;14.18;
2024;4681;Langrickenbach;0723;Baumschule von Obst und Beeren;9.77;
2024;4681;Langrickenbach;0814;"Beerenkulturen in geschütztem Anbau ohne festes Fundament; auf Pflanztischen oder -gestellen";40.63;
2024;4681;Langrickenbach;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;56.35;
2024;4681;Langrickenbach;0902;übrige Unproduktive Flächen (z.B. gemulchte Flächen, stark verunkraute Flächen, Hecke ohne Pufferstreifen;;
2024;4681;Langrickenbach;0924;Einheimische standortgerechte Einzelbäume und Alleen;;111
2024;4681;Langrickenbach;10572;Nützlingsstreifen mehrjährig;5.11;
2024;4683;Lengwil;0502;Wintergerste;1433.14;
2024;4683;Lengwil;0504;Hafer;166.06;
2024;4683;Lengwil;0505;Triticale;506.55;
2024;4683;Lengwil;0512;Sommerweizen (ohne Futterweizen der Sortenliste swiss granum);288.65;
2024;4683;Lengwil;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);7659.05;
2024;4683;Lengwil;0521;Silo- und Grünmais;7169.32;
2024;4683;Lengwil;0554;Einjährige gärtnerische Freilandkulturen (Blumen, Rollrasen, usw.);3.2;
2024;4683;Lengwil;0556;Buntbrache;239.78;
2024;4683;Lengwil;0613;Übrige Dauerwiesen (ohne Weiden);12598.28;
2024;4683;Lengwil;0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);881.36;
2024;4683;Lengwil;0621;Heuwiesen im Sömmerungsgebiet , Übrige Wiesen (keine BFF);87.38;
2024;4683;Lengwil;0703;Obstanlagen (Birnen);4.62;
