jahr;standortgemeinde;code;hauptkategorie;kategorie;durchschnittsbestand_stueck;durchschnittsbestand_grossvieheinheiten
2015;Güttingen;1903;Hobbytierhaltung (Liebhabertiere);Mini-Pigs;7.0;0.0
2015;Hauptwil-Gottshaus;1110;Rindergattung und Wasserbüffel;Milchkühe;;882.6278
2015;Hauptwil-Gottshaus;1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;;34.8426
2015;Hauptwil-Gottshaus;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;;25.3395
2015;Hauptwil-Gottshaus;1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;;4.5919
2015;Hauptwil-Gottshaus;1355;Schafgattung;Widder über 1-jährig;22.0;0.0
2015;Hauptwil-Gottshaus;1357;Schafgattung;Jungschafe unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);336.0;0.0
2015;Hauptwil-Gottshaus;1359;Schafgattung;Weidelämmer (Mast unter 6 Monate) welche nicht den Muttertieren anzurechnen sind;175.0;0.0
2015;Hauptwil-Gottshaus;1621;Schweinegattung;Zuchteber;8.0;0.0
2015;Hauptwil-Gottshaus;1753;Nutzgeflügel;Konsumeier produzierende Hennen;30354.0;0.0
2015;Hauptwil-Gottshaus;1755;Nutzgeflügel;Junghennen, Junghähne und Kücken für die Eierproduktion;3504.0;0.0
2015;Hauptwil-Gottshaus;1871;Übriges Geflügel;Enten (ohne Zierenten);23.0;0.0
2015;Hauptwil-Gottshaus;1882;Bienenstände/Bienenvölker;Bienenvölker;149.0;0.0
2015;Hauptwil-Gottshaus;1901;Hobbytierhaltung (Liebhabertiere);Zwergziegen zu Nicht-Erwerbszwecken;15.0;0.0
2015;Hefenhofen;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;;3.7811
2015;Hefenhofen;1150;Rindergattung und Wasserbüffel;Andere Kühe;;19.6247
2015;Hefenhofen;1355;Schafgattung;Widder über 1-jährig;3.0;0.0
2015;Hefenhofen;1615;Schweinegattung;Nicht säugende Zuchtsauen über 6 Monate alt;58.0;0.0
2015;Hefenhofen;1631;Schweinegattung;Abgesetzte Ferkel;320.0;0.0
2015;Hefenhofen;1639;Schweinegattung;Mastschweine und Remonten bis 6 Monate alt;1875.0;0.0
2015;Hefenhofen;1753;Nutzgeflügel;Konsumeier produzierende Hennen;232.0;0.0
2015;Herdern;1110;Rindergattung und Wasserbüffel;Milchkühe;;384.5042
2015;Herdern;1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;;20.4772
2015;Herdern;1124;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 730 Tage;;6.0427
2015;Herdern;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;;7.7846
2015;Herdern;1465;Ziegengattung;Ziegenböcke über 1-jährig;4.0;0.0
2015;Herdern;1611;Schweinegattung;Säugende Zuchtsauen;105.0;0.0
2015;Herdern;1621;Schweinegattung;Zuchteber;7.0;0.0
2015;Herdern;1631;Schweinegattung;Abgesetzte Ferkel;1180.0;0.0
2015;Herdern;1753;Nutzgeflügel;Konsumeier produzierende Hennen;2417.0;0.0
2015;Hohentannen;1129;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 365 bis 730 Tage;;2.6839
2015;Hohentannen;1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;;2.6805
2015;Hohentannen;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;;5.7589
2015;Hohentannen;1357;Schafgattung;Jungschafe unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);49.0;0.0
2015;Hohentannen;1467;Ziegengattung;Jungziegen unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);27.0;0.0
2015;Hohentannen;1615;Schweinegattung;Nicht säugende Zuchtsauen über 6 Monate alt;429.0;0.0
2015;Hohentannen;1621;Schweinegattung;Zuchteber;11.0;0.0
2015;Hohentannen;1631;Schweinegattung;Abgesetzte Ferkel;1700.0;0.0
2015;Hohentannen;1635;Schweinegattung;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);1340.0;0.0
2015;Hohentannen;1871;Übriges Geflügel;Enten (ohne Zierenten);3.0;0.0
2015;Hohentannen;1971;Hobbytierhaltung (Liebhabertiere);Andere Tiere;3.0;0.0
2015;Homburg;1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;;48.379
2015;Homburg;1124;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 730 Tage;;13.2296
2015;Homburg;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;;24.3818
2015;Homburg;1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;;113.6143
2015;Homburg;1351;Schafgattung;Schafe gemolken;150.0;0.0
2015;Homburg;1467;Ziegengattung;Jungziegen unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);0.0;0.0
2015;Homburg;1575;Andere Raufutter verzehrende Nutztiere;Damhirsche jeden Alters;4.0;0.0
2015;Homburg;1585;Andere Raufutter verzehrende Nutztiere;Alpakas über 2-jährig;77.0;0.0
2015;Homburg;1635;Schweinegattung;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);1060.0;0.0
2015;Homburg;1639;Schweinegattung;Mastschweine und Remonten bis 6 Monate alt;2287.0;0.0
2015;Homburg;1863;Kaninchen;Andere Kaninchen;60.0;0.0
2015;Homburg;1871;Übriges Geflügel;Enten (ohne Zierenten);15.0;0.0
2015;Homburg;1876;Übriges Geflügel;Wachteln;2.0;0.0
2015;Homburg;1882;Bienenstände/Bienenvölker;Bienenvölker;174.0;0.0
2015;Homburg;1902;Hobbytierhaltung (Liebhabertiere);Wollschweine;2.0;0.0
2015;Homburg;1903;Hobbytierhaltung (Liebhabertiere);Mini-Pigs;8.0;0.0
2015;Horn;1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;;0.1501
2015;Horn;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;;3.5387
2015;Horn;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;;2.3838
2015;Horn;1882;Bienenstände/Bienenvölker;Bienenvölker;11.0;0.0
2015;Hüttlingen;1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;;18.4489
2015;Hüttlingen;1124;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 730 Tage;;1.5682
2015;Hüttlingen;1150;Rindergattung und Wasserbüffel;Andere Kühe;;37.6275
2015;Hüttlingen;1353;Schafgattung;Andere weibliche Schafe über 1-jährig;248.0;0.0
2015;Hüttlingen;1355;Schafgattung;Widder über 1-jährig;5.0;0.0
2015;Hüttlingen;1463;Ziegengattung;Andere weibliche Ziegen über 1-jährig;5.0;0.0
2015;Hüttlingen;1611;Schweinegattung;Säugende Zuchtsauen;7.0;0.0
2015;Hüttlingen;1615;Schweinegattung;Nicht säugende Zuchtsauen über 6 Monate alt;15.0;0.0
2015;Hüttlingen;1754;Nutzgeflügel;Bruteier produzierende Hennen und Hähne (Legelinien);53.0;0.0
2015;Hüttlingen;1903;Hobbytierhaltung (Liebhabertiere);Mini-Pigs;4.0;0.0
2015;Hüttlingen;1971;Hobbytierhaltung (Liebhabertiere);Andere Tiere;3.0;0.0
2015;Hüttwilen;1110;Rindergattung und Wasserbüffel;Milchkühe;;315.0052
2015;Hüttwilen;1124;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 730 Tage;;1.2263
2015;Hüttwilen;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;;7.2362
2015;Hüttwilen;1355;Schafgattung;Widder über 1-jährig;7.0;0.0
2015;Hüttwilen;1357;Schafgattung;Jungschafe unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);36.0;0.0
2015;Hüttwilen;1581;Andere Raufutter verzehrende Nutztiere;Lamas über 2-jährig;9.0;0.0
2015;Hüttwilen;1621;Schweinegattung;Zuchteber;2.0;0.0
2015;Hüttwilen;1631;Schweinegattung;Abgesetzte Ferkel;455.0;0.0
2015;Hüttwilen;1639;Schweinegattung;Mastschweine und Remonten bis 6 Monate alt;1042.0;0.0
2015;Hüttwilen;1901;Hobbytierhaltung (Liebhabertiere);Zwergziegen zu Nicht-Erwerbszwecken;7.0;0.0
2015;Kemmental;1129;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 365 bis 730 Tage;;21.6021
2015;Kemmental;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;;50.7974
2015;Kemmental;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;;24.4579
2015;Kemmental;1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;;79.6989
2015;Kemmental;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;;31.0031
2015;Kemmental;1359;Schafgattung;Weidelämmer (Mast unter 6 Monate) welche nicht den Muttertieren anzurechnen sind;60.0;0.0
2015;Kemmental;1467;Ziegengattung;Jungziegen unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);4.0;0.0
2015;Kemmental;1575;Andere Raufutter verzehrende Nutztiere;Damhirsche jeden Alters;6.0;0.0
2015;Kemmental;1615;Schweinegattung;Nicht säugende Zuchtsauen über 6 Monate alt;439.0;0.0
2015;Kemmental;1631;Schweinegattung;Abgesetzte Ferkel;1548.0;0.0
2015;Kemmental;1751;Nutzgeflügel;Bruteier produzierende Hennen und Hähne (Mastlinien);1.0;0.0
2015;Kemmental;1887;Übriges Geflügel;Perlhühner;5.0;0.0
2015;Kemmental;1890;Übriges Geflügel;übriges Geflügel (Rebhühner, Pfauen, Fasane, usw.);11.0;0.0
2015;Kemmental;1903;Hobbytierhaltung (Liebhabertiere);Mini-Pigs;2.0;0.0
2015;Kemmental;9009;Fische;Andere;;0.0
2015;Kesswil;1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;;1.6636
2015;Kesswil;1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;;1.1924
2015;Kesswil;1129;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 365 bis 730 Tage;;2.3189
2015;Kesswil;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;;4.7477
2015;Kesswil;1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;;15.5895
2015;Kesswil;1621;Schweinegattung;Zuchteber;2.0;0.0
2015;Kesswil;1631;Schweinegattung;Abgesetzte Ferkel;100.0;0.0
2015;Kesswil;1751;Nutzgeflügel;Bruteier produzierende Hennen und Hähne (Mastlinien);1.0;0.0
2015;Kesswil;1753;Nutzgeflügel;Konsumeier produzierende Hennen;34.0;0.0
2015;Kesswil;1757;Nutzgeflügel;Mastpoulets jeden Alters;1.0;0.0
2015;Kesswil;1861;Kaninchen;Produzierende Zibben;2.0;0.0
2015;Kesswil;1863;Kaninchen;Andere Kaninchen;10.0;0.0
2015;Kesswil;1901;Hobbytierhaltung (Liebhabertiere);Zwergziegen zu Nicht-Erwerbszwecken;2.0;0.0
2015;Kesswil;1903;Hobbytierhaltung (Liebhabertiere);Mini-Pigs;16.0;0.0
2015;Kradolf-Schönenberg;1110;Rindergattung und Wasserbüffel;Milchkühe;;553.8138
2015;Kradolf-Schönenberg;1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;;30.0966
2015;Kradolf-Schönenberg;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;;13.4971
2015;Kradolf-Schönenberg;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;;7.1542
2015;Kradolf-Schönenberg;1351;Schafgattung;Schafe gemolken;;0.0
2015;Kradolf-Schönenberg;1463;Ziegengattung;Andere weibliche Ziegen über 1-jährig;9.0;0.0
2015;Kradolf-Schönenberg;1611;Schweinegattung;Säugende Zuchtsauen;52.0;0.0
2015;Kradolf-Schönenberg;1631;Schweinegattung;Abgesetzte Ferkel;530.0;0.0
2015;Kradolf-Schönenberg;1751;Nutzgeflügel;Bruteier produzierende Hennen und Hähne (Mastlinien);10.0;0.0
2015;Kradolf-Schönenberg;1862;Kaninchen;Jungtiere (Mast bzw. Aufzucht);8.0;0.0
2015;Kradolf-Schönenberg;1863;Kaninchen;Andere Kaninchen;10.0;0.0
2015;Kradolf-Schönenberg;1876;Übriges Geflügel;Wachteln;6.0;0.0
2015;Kradolf-Schönenberg;1882;Bienenstände/Bienenvölker;Bienenvölker;101.0;0.0
2015;Kradolf-Schönenberg;1884;Andere Tiere;Pelztiere aller Art (Nerz);5.0;0.0
2015;Kradolf-Schönenberg;1890;Übriges Geflügel;übriges Geflügel (Rebhühner, Pfauen, Fasane, usw.);14.0;0.0
2015;Kradolf-Schönenberg;1901;Hobbytierhaltung (Liebhabertiere);Zwergziegen zu Nicht-Erwerbszwecken;6.0;0.0
2015;Kradolf-Schönenberg;1904;Hobbytierhaltung (Liebhabertiere);Zierenten;1.0;0.0
2015;Kradolf-Schönenberg;1971;Hobbytierhaltung (Liebhabertiere);Andere Tiere;47.0;0.0
2015;Kreuzlingen;1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;;3.6844
2015;Kreuzlingen;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;;1.7852
2015;Kreuzlingen;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;;0.937
2015;Kreuzlingen;1150;Rindergattung und Wasserbüffel;Andere Kühe;;8.5737
2015;Kreuzlingen;1351;Schafgattung;Schafe gemolken;0.0;0.0
2015;Kreuzlingen;1357;Schafgattung;Jungschafe unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);6.0;0.0
2015;Kreuzlingen;1463;Ziegengattung;Andere weibliche Ziegen über 1-jährig;15.0;0.0
2015;Kreuzlingen;1465;Ziegengattung;Ziegenböcke über 1-jährig;2.0;0.0
2015;Kreuzlingen;1581;Andere Raufutter verzehrende Nutztiere;Lamas über 2-jährig;5.0;0.0
2015;Kreuzlingen;1582;Andere Raufutter verzehrende Nutztiere;Lamas unter 2-jährig;1.0;0.0
2015;Kreuzlingen;1585;Andere Raufutter verzehrende Nutztiere;Alpakas über 2-jährig;1.0;0.0
2015;Kreuzlingen;1611;Schweinegattung;Säugende Zuchtsauen;1.0;0.0
2015;Kreuzlingen;1639;Schweinegattung;Mastschweine und Remonten bis 6 Monate alt;10.0;0.0
2015;Kreuzlingen;1753;Nutzgeflügel;Konsumeier produzierende Hennen;49.0;0.0
2015;Kreuzlingen;1863;Kaninchen;Andere Kaninchen;29.0;0.0
2015;Kreuzlingen;1871;Übriges Geflügel;Enten (ohne Zierenten);8.0;0.0
2015;Kreuzlingen;1904;Hobbytierhaltung (Liebhabertiere);Zierenten;2.0;0.0
2015;Langrickenbach;1110;Rindergattung und Wasserbüffel;Milchkühe;;967.5169
2015;Langrickenbach;1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;;24.4562
2015;Langrickenbach;1129;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 365 bis 730 Tage;;10.2466
2015;Langrickenbach;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;;16.2766
2015;Langrickenbach;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;;28.8899
2015;Langrickenbach;1351;Schafgattung;Schafe gemolken;105.0;0.0
2015;Langrickenbach;1355;Schafgattung;Widder über 1-jährig;4.0;0.0
2015;Langrickenbach;1359;Schafgattung;Weidelämmer (Mast unter 6 Monate) welche nicht den Muttertieren anzurechnen sind;330.0;0.0
2015;Langrickenbach;1463;Ziegengattung;Andere weibliche Ziegen über 1-jährig;3.0;0.0
2015;Langrickenbach;1585;Andere Raufutter verzehrende Nutztiere;Alpakas über 2-jährig;6.0;0.0
2015;Langrickenbach;1615;Schweinegattung;Nicht säugende Zuchtsauen über 6 Monate alt;184.0;0.0
2015;Langrickenbach;1621;Schweinegattung;Zuchteber;7.0;0.0
2015;Langrickenbach;1631;Schweinegattung;Abgesetzte Ferkel;526.0;0.0
2015;Langrickenbach;1639;Schweinegattung;Mastschweine und Remonten bis 6 Monate alt;2732.0;0.0
2015;Langrickenbach;1753;Nutzgeflügel;Konsumeier produzierende Hennen;200.0;0.0
2015;Langrickenbach;1757;Nutzgeflügel;Mastpoulets jeden Alters;5855.0;0.0
2015;Langrickenbach;1861;Kaninchen;Produzierende Zibben;15.0;0.0
2015;Langrickenbach;1862;Kaninchen;Jungtiere (Mast bzw. Aufzucht);42.0;0.0
2015;Langrickenbach;1872;Übriges Geflügel;Gänse;4.0;0.0
2015;Langrickenbach;1901;Hobbytierhaltung (Liebhabertiere);Zwergziegen zu Nicht-Erwerbszwecken;7.0;0.0
2015;Lengwil;1110;Rindergattung und Wasserbüffel;Milchkühe;;502.6253
2015;Lengwil;1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;;46.5269
2015;Lengwil;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;;15.4633
2015;Lengwil;1353;Schafgattung;Andere weibliche Schafe über 1-jährig;42.0;0.0
2015;Lengwil;1355;Schafgattung;Widder über 1-jährig;1.0;0.0
2015;Lengwil;1357;Schafgattung;Jungschafe unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);25.0;0.0
2015;Lengwil;1615;Schweinegattung;Nicht säugende Zuchtsauen über 6 Monate alt;1.0;0.0
2015;Lengwil;1631;Schweinegattung;Abgesetzte Ferkel;520.0;0.0
2015;Lengwil;1639;Schweinegattung;Mastschweine und Remonten bis 6 Monate alt;1144.0;0.0
2015;Lengwil;1753;Nutzgeflügel;Konsumeier produzierende Hennen;363.0;0.0
2015;Lengwil;1863;Kaninchen;Andere Kaninchen;44.0;0.0
2015;Lommis;1124;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 730 Tage;;1.2855
2015;Lommis;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;;7.099
2015;Lommis;1353;Schafgattung;Andere weibliche Schafe über 1-jährig;71.0;0.0
2015;Lommis;1581;Andere Raufutter verzehrende Nutztiere;Lamas über 2-jährig;10.0;0.0
2015;Lommis;1586;Andere Raufutter verzehrende Nutztiere;Alpakas unter 2-jährig;3.0;0.0
2015;Lommis;1615;Schweinegattung;Nicht säugende Zuchtsauen über 6 Monate alt;64.0;0.0
2015;Lommis;1871;Übriges Geflügel;Enten (ohne Zierenten);17.0;0.0
2015;Lommis;1872;Übriges Geflügel;Gänse;4.0;0.0
2015;Lommis;1882;Bienenstände/Bienenvölker;Bienenvölker;78.0;0.0
2015;Lommis;1902;Hobbytierhaltung (Liebhabertiere);Wollschweine;45.0;0.0
2015;Mammern;1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;;10.8986
2015;Mammern;1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;;2.2033
2015;Mammern;1355;Schafgattung;Widder über 1-jährig;1.0;0.0
2015;Mammern;1575;Andere Raufutter verzehrende Nutztiere;Damhirsche jeden Alters;16.0;0.0
2015;Mammern;1882;Bienenstände/Bienenvölker;Bienenvölker;44.0;0.0
2015;Matzingen;1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;;10.0847
2015;Matzingen;1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;;25.2468
2015;Matzingen;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;;4.4692
2015;Matzingen;1353;Schafgattung;Andere weibliche Schafe über 1-jährig;215.0;0.0
2015;Matzingen;1463;Ziegengattung;Andere weibliche Ziegen über 1-jährig;4.0;0.0
2015;Matzingen;1582;Andere Raufutter verzehrende Nutztiere;Lamas unter 2-jährig;7.0;0.0
2015;Matzingen;1611;Schweinegattung;Säugende Zuchtsauen;18.0;0.0
2015;Matzingen;1635;Schweinegattung;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);150.0;0.0
2015;Matzingen;1861;Kaninchen;Produzierende Zibben;4.0;0.0
2015;Matzingen;1862;Kaninchen;Jungtiere (Mast bzw. Aufzucht);15.0;0.0
2015;Matzingen;1901;Hobbytierhaltung (Liebhabertiere);Zwergziegen zu Nicht-Erwerbszwecken;10.0;0.0
2015;Märstetten;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;;19.3426
2015;Märstetten;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;;6.725
2015;Märstetten;1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;;3.1102
2015;Märstetten;1353;Schafgattung;Andere weibliche Schafe über 1-jährig;193.0;0.0
2015;Märstetten;1359;Schafgattung;Weidelämmer (Mast unter 6 Monate) welche nicht den Muttertieren anzurechnen sind;2.0;0.0
2015;Märstetten;1463;Ziegengattung;Andere weibliche Ziegen über 1-jährig;22.0;0.0
2015;Märstetten;1465;Ziegengattung;Ziegenböcke über 1-jährig;2.0;0.0
2015;Märstetten;1471;Ziegengattung;Zwergziegen über 1 Jahr alt Nutztierhaltung (zu Erwerbszwecken);8.0;0.0
2015;Märstetten;1611;Schweinegattung;Säugende Zuchtsauen;71.0;0.0
2015;Märstetten;1621;Schweinegattung;Zuchteber;2.0;0.0
2015;Märstetten;1639;Schweinegattung;Mastschweine und Remonten bis 6 Monate alt;4.0;0.0
2015;Märstetten;1751;Nutzgeflügel;Bruteier produzierende Hennen und Hähne (Mastlinien);0.0;0.0
2015;Märstetten;1753;Nutzgeflügel;Konsumeier produzierende Hennen;10417.0;0.0
2015;Märstetten;1754;Nutzgeflügel;Bruteier produzierende Hennen und Hähne (Legelinien);21.0;0.0
2015;Märstetten;1757;Nutzgeflügel;Mastpoulets jeden Alters;22149.0;0.0
2015;Märstetten;1871;Übriges Geflügel;Enten (ohne Zierenten);14.0;0.0
2015;Märstetten;1876;Übriges Geflügel;Wachteln;550.0;0.0
2015;Märstetten;1882;Bienenstände/Bienenvölker;Bienenvölker;121.0;0.0
2015;Müllheim;1110;Rindergattung und Wasserbüffel;Milchkühe;;146.7781
2015;Müllheim;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;;3.3839
2015;Müllheim;1353;Schafgattung;Andere weibliche Schafe über 1-jährig;76.0;0.0
2015;Müllheim;1355;Schafgattung;Widder über 1-jährig;6.0;0.0
2015;Müllheim;1357;Schafgattung;Jungschafe unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);44.0;0.0
2015;Müllheim;1611;Schweinegattung;Säugende Zuchtsauen;30.0;0.0
2015;Müllheim;1615;Schweinegattung;Nicht säugende Zuchtsauen über 6 Monate alt;84.0;0.0
2015;Müllheim;1635;Schweinegattung;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);305.0;0.0
2015;Müllheim;1757;Nutzgeflügel;Mastpoulets jeden Alters;12474.0;0.0
2015;Müllheim;1876;Übriges Geflügel;Wachteln;0.0;0.0
2015;Müllheim;1903;Hobbytierhaltung (Liebhabertiere);Mini-Pigs;1.0;0.0
2015;Münchwilen (TG);1110;Rindergattung und Wasserbüffel;Milchkühe;;386.9313
2015;Münchwilen (TG);1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;;22.537
2015;Münchwilen (TG);1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;;49.2581
2015;Münchwilen (TG);1129;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 365 bis 730 Tage;;4.8493
2015;Münchwilen (TG);1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;;29.7625
2015;Münchwilen (TG);1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;;10.1087
2015;Münchwilen (TG);1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;;6.6463
2015;Münchwilen (TG);1150;Rindergattung und Wasserbüffel;Andere Kühe;;64.915
2015;Münchwilen (TG);1355;Schafgattung;Widder über 1-jährig;1.0;0.0
2015;Münchwilen (TG);1465;Ziegengattung;Ziegenböcke über 1-jährig;4.0;0.0
2015;Münchwilen (TG);1575;Andere Raufutter verzehrende Nutztiere;Damhirsche jeden Alters;66.0;0.0
2015;Münchwilen (TG);1639;Schweinegattung;Mastschweine und Remonten bis 6 Monate alt;853.0;0.0
2015;Münchwilen (TG);1751;Nutzgeflügel;Bruteier produzierende Hennen und Hähne (Mastlinien);2.0;0.0
2015;Münchwilen (TG);1761;Nutzgeflügel;Truten jeden Alters;12.0;0.0
2015;Münchwilen (TG);1862;Kaninchen;Jungtiere (Mast bzw. Aufzucht);7.0;0.0
2015;Münchwilen (TG);1871;Übriges Geflügel;Enten (ohne Zierenten);11.0;0.0
2015;Münsterlingen;1110;Rindergattung und Wasserbüffel;Milchkühe;;102.0493
2015;Münsterlingen;1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;;18.777
2015;Münsterlingen;1129;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 365 bis 730 Tage;;1.2427
2015;Münsterlingen;1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;;2.5125
2015;Münsterlingen;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;;1.8118
2015;Münsterlingen;1353;Schafgattung;Andere weibliche Schafe über 1-jährig;27.0;0.0
2015;Münsterlingen;1357;Schafgattung;Jungschafe unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);42.0;0.0
2015;Münsterlingen;1615;Schweinegattung;Nicht säugende Zuchtsauen über 6 Monate alt;101.0;0.0
2015;Münsterlingen;1753;Nutzgeflügel;Konsumeier produzierende Hennen;69.0;0.0
2015;Münsterlingen;1861;Kaninchen;Produzierende Zibben;15.0;0.0
2015;Münsterlingen;1862;Kaninchen;Jungtiere (Mast bzw. Aufzucht);20.0;0.0
2015;Neunforn;1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;;13.0684
2015;Neunforn;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;;3.8895
2015;Neunforn;1355;Schafgattung;Widder über 1-jährig;2.0;0.0
2015;Neunforn;1359;Schafgattung;Weidelämmer (Mast unter 6 Monate) welche nicht den Muttertieren anzurechnen sind;0.0;0.0
2015;Neunforn;1465;Ziegengattung;Ziegenböcke über 1-jährig;4.0;0.0
2015;Neunforn;1621;Schweinegattung;Zuchteber;1.0;0.0
2015;Neunforn;1631;Schweinegattung;Abgesetzte Ferkel;340.0;0.0
2015;Neunforn;1639;Schweinegattung;Mastschweine und Remonten bis 6 Monate alt;50.0;0.0
2015;Neunforn;1755;Nutzgeflügel;Junghennen, Junghähne und Kücken für die Eierproduktion;2.0;0.0
